Word,Frequency
democratic deficits,1
current ml,1
current accomplishment,1
celestial cycles,1
emphasized open,1
even nation,1
even libertarian,1
existing social,1
participants expressed,1
various nodes,1
makerspace demonstrate,1
living people,1
using prototypes,2
prototypes mentioned,1
prototypes connected,1
functional prototypes,1
demonstrative prototypes,1
connected prototypes,1
promissory infrastructures,2
recent political,1
stakeholders involved,1
governance problems,2
present combine,1
participatory environments,1
could exist,1
independent science,1
different fantasies,1
diy logo,1
diy capital,1
diy airpumps,1
december,1
fruit show,1
international waters,1
exploratory uses,8
predesigned systems,1
two uses,1
automated world,1
support activities,1
social actions,2
uncontrolled power,1
future due,1
environments described,1
literal medium,1
radical uses,1
emerging services,1
humanities 5,1
government grants,1
constitutional government,1
5 whitney,1
lithopy became,1
new class,4
public spaces,6
common futures,1
participants explored,1
truth .’,1
spontaneity .’,1
lions .’,1
greeks .’,1
feet .’,1
critic .’,1
connect design,1
book 1,2
embed political,1
projects allows,1
mechanical clock,2
generative functions,1
become metaphors,2
unified theory,2
single domain,1
game theory,1
explicitly support,1
every time,1
defined goals,2
different stakeholders,5
serendipitous account,1
project created,1
modern kpis,1
interdisciplinary collaborations,1
help individuals,1
guthhub project,1
famous passage,2
edible fruit,1
devour everyone,1
classic fable,1
biome project,1
biocommons project,1
automatic authority,1
archeological project,1
empiricism ”,1
different expectations,1
original prototype,3
functional prototype,1
public environments,1
similar prototypes,1
political decisions,1
prevent problems,1
artificial scarcity,2
john e,1
open process,2
scholarly knowledge,1
one possible,1
supports experiments,2
later morph,1
later echoed,1
knowing whether,2
urban space,1
previous chapters,4
air quality52,1
algorithmic rule,29
thales described,1
supporting personal,1
individual decisions,2
automation thus,1
"""w .,""",2
"""j .,""",5
chronos control time,1
supports participants,1
supporting interaction,1
coordinating stakeholders,1
use satellite,1
satellite navigation,1
little science,1
instruments described,1
various hackers,1
openly reject,1
geopolitical agendas,1
open ended,1
scale projects,1
communal projects,2
also better,1
monopoly contraptions,3
sun shone,1
print objects,1
cambridge companion,4
cambridge analytica,1
various domains,2
relationships among,1
idealized state,1
2016 ).,23
predefined goals,3
complex network,2
early prototypes,2
become means,1
random ideas,1
human scale,4
enable decisions,1
combine science,1
emerging technologies,7
participatory experiments,1
html prototypes,1
rather open,1
open rather,1
state theory,2
based projects,1
collective project,1
open form,1
democratic city,1
never based,1
present experiments,2
chapter 2,29
political commitments,2
also communal,1
three roles,2
leslie lamport,1
lamport attempted,1
implementing changes,1
digital fabrication,1
hackteria prototypes,1
famous fall,1
sandboxes create,1
become stakeholders,2
predefined orders,1
signals resulting,1
includes discoveries,1
enabled patients,1
cultural circumstances,1
current fantasies,1
instruments enable,1
"""., lindtner""",2
challenges related,1
actual knowledge,1
opendrop instrument,1
makes science,1
new ideals,1
informal institutions,1
wiki collection,1
conflicting goals,1
algorithmic control,2
new algorithms,2
experimental engagements,2
performance space,1
another synonym,1
another note,1
western science,2
action supporting,1
recent studies,1
scale production,2
things outside,1
present economic,1
new institutions,2
forgotten futures,3
public good,21
untrustworthy actors,1
suny press,1
right timing,2
polity press,2
pluto press,1
ottawa press,1
minnesota press,1
greenwood press,1
excluded actors,1
deeply embedded,4
new way,1
new classes,1
kairos enabled,1
1 governance,2
chapter 3,32
global movement,1
many algorithms,1
algorithmic platforms,1
experimental life,2
next chapters,5
prototypes documented,1
documented prototypes,1
existed since,1
political goals,4
wise man,1
next man,1
general loss,1
even language,1
exploratory regtech,1
science instruments,8
better tools,1
leads directly,2
support interventions,1
"""g .,""",5
us ..,1
still complying,1
reminding us,1
hosted us,1
confronts us,1
political ends,1
first monday,3
first met,1
first grasped,2
social projects,3
arbitrary phenomena,1
circuit level,1
also material,1
new attempts,1
support creative,1
"""f .,""",4
emancipatory goals,1
political orders,1
remain opaque,1
remain eclectic,1
relative autonomy,1
existing prejudices,1
"""k .,""",5
moral restoration,1
ambiguous political,1
empowered citizens,1
citizens initiative,1
citizens cease,1
one described,1
temporary balance,1
global community,1
ai systems,1
automated control,1
absolute protection,1
many attempts,1
particularly important,2
science experiments,1
2002 ).,3
network changed,1
cheaper experiments,1
new form,2
ultimate control,2
also social,1
making futures,2
various personal,1
geek community,1
3 served,1
practice open,1
controlling dinners,1
private parties,1
hacker governance,1
thales studies,2
society 34,1
society 15,1
scientific divides,1
global process,1
lead directly,1
must redefine,1
historical examples,1
prototypes express,1
never controlled,1
describes thales,1
francis bacon,11
new sort,2
new innovations,1
section 174a,4
express practices,1
also bacon,1
regulatory force,2
regulatory deficits,1
coherent system,1
human sovereignty,1
controlled futures,1
public communication,1
traditional hierarchies,1
modern story,1
political uses,1
predetermined goals,2
computer security,1
diy biology,1
governance replace,1
experiment open,1
absolute goals,1
prototyped instruments,1
different way,1
provide solutions,1
everyday activities,1
complex milieu,2
complex game,1
artisans experimenting,1
2020 ).,23
something separated,1
something plural,1
design something,1
created something,1
individual uses,1
new visions,2
later ideas,1
idealized goals,2
66 etc,1
powerful citizens,1
ended explorations,4
radical engagements,1
public uses,1
wind turbines,1
wealthiest markets,1
urban design,1
urban agriculture18,1
uncertain results,1
typically implement,1
tedious debate,1
sterilization chambers,1
sohan dsouza,1
second treatise,1
resistant capacities,1
regressive edge,1
probably received,1
powered,1
popular films,1
popular entertainment,1
overcome manufacturing,1
original clash,1
normal use,1
mischiefs may,1
marxist pitch,1
mariarosaria taddeo,1
manufacturing facilities,1
key reflections,1
jonathan schulz,1
intimately connected,1
inherently incapable,1
ingenious thinkers,2
ingenious novelties,1
include speculations,1
hype provoked,1
functional unit,1
forcing anyone,1
food colors,1
expecting redemption,1
engineering studios,1
endless number,1
eleventh muse,1
electrocapillary forces,1
destroys evidence,1
define temporary,1
dangerous reservoirs,1
daithí mac,1
cloud chambers,1
brennan,1
biopolitical,1
biological use,1
biological necessities,2
azim shariff,1
ascending meta,1
arduino,2
archive,1
9781138688360 schmitt,1
43,1
29 bigger,1
new domains,1
insights captured,1
thales becomes,1
living community,2
provocative prototypes,1
liminal spaces,3
extreme promises,1
cosmological state,1
institutional aspirations,1
emerging models,1
global family,1
different nodes,1
natural entities,1
include time,1
teleological projects,6
local communities,2
science communication,5
"""p .,""",4
"""., huang""",1
explored prototypes,1
infrastructures serving,1
various platforms,1
similar challenges,1
sabanci university,1
chulalongkorn university,1
aalto university,1
aachen university,1
historical struggles,1
workshop participants,3
mobilize participants,1
wilderness outside,1
ethereum machine,1
include kairos,1
even models,1
like agamben,1
liminal environments,25
become algorithms,1
cornelis drebbel,2
making cultures,1
superior synchronization,1
instruments used,1
mundane activities,1
2018 ).,23
democratic deficit,2
private parts,1
combines private,1
final doctrine,1
2019 ).,22
even claim,1
supporting patrons,1
patrons supporting,1
normative systems,1
become impossible,1
instruments became,1
community labs,1
algorithmic future,1
claiming universality,1
critical making,9
bacon imposed,1
prototypes support,2
prototypes creates,1
origins include,1
experimental settings,1
experimental approach,2
democratize thermocycling,1
political questions,1
2001 ).,2
liminal period,1
states represent,1
project failed,1
create tools,2
“ water,1
situated decisions,1
present technologies,2
experimenting outside,1
supporting agency,2
new sources,1
new perspective,1
new inventions,1
scientific protocols,1
make decisions,6
powerful lobbies,1
open tinkering,1
served citizens,1
another issue,1
also private,1
philosophers express,1
became coopted,1
whole earth,1
pure joy,1
neither holy,1
instauration contrasts,1
greek aristocrats,1
decide upon,2
arbitrary takeover,1
arbitrary exercise,4
become nodes,1
must preserve,2
new concepts,1
provocative social,1
2017 ).,22
ambiguous objects,1
new market,2
ai algorithm,1
participants used,1
modern desiderata,1
original metaphors,2
democratic institutions,1
current institutions,1
geek politics,1
liminal activities,1
thales uses,4
early stages,3
early phase,1
early monks,1
early career,1
early calendars,1
early adopters,6
early accounts,1
imaginary name,1
one claimed,1
make instruments,1
religious project,2
creative commons,1
prototypes problematize,1
present diybio,1
use ...,1
small parts,1
html rouvroy,1
provides data,1
projects calling,1
imaginative projects,1
science discoveries,1
exploring nature,1
military visions,1
participatory practices,1
democratic process,1
prototypes 4,1
hybrid initiative,1
never immobilized,1
never compensate,1
mechanical philosophers,3
